Régime particulier,Nombre places calculées,Adresse complète,Type mobilier,Numéro mobilier,geo_point_2d,Tarif
Vélos,3,58 RUE SINGER,Epingle vélo,3,"48.85715138711447, 2.274386951401524",Gratuit
Vélos,8,44 RUE PIERRE NICOLE,Sans,0,"48.83965961580906, 2.338605955422171",Gratuit
Vélos,6,13 AV RENE COTY,Epingle vélo,6,"48.83070464669183, 2.33382377551088",Gratuit
Vélos,10,129 RUE DU CHEMIN VERT,Nougarette,5,"48.86214036750887, 2.3842704578144494",Gratuit
Vélos,4,80 BD DE MAGENTA,Epingle vélo,4,"48.87596213744633, 2.356475260514878",Gratuit
Vélos,4,31 RUE DE CLICHY,Sans,0,"48.87890161281498, 2.3296004592184114",Gratuit
Vélos,3,178 RUE DE CRIMEE,Epingle vélo,3,"48.89039392554051, 2.377105311256604",Gratuit
Vélos,10,132 PROM MARCEL CARNE,Nougarette,5,"48.88409432592748, 2.3287886483825857",Gratuit
Vélos,10,9 RUE DE LA CORDERIE,Nougarette,5,"48.865332737175315, 2.3627312618757697",Gratuit
Vélos,5,2 BD MORLAND,Epingle vélo,5,"48.847849335965805, 2.365182014650564",Gratuit
Vélos,4,72 RUE MARCADET,Epingle vélo,4,"48.89032354631604, 2.3475893810690063",Gratuit
Vélos,8,94 BD AUGUSTE BLANQUI,Nougarette,4,"48.83096421118796, 2.345040967844297",Gratuit
Vélos,4, RUE CARDINET,Epingle vélo,4,"48.884148288662146, 2.309059415085233",Gratuit
Vélos,16, RUE VELPEAU,Nougarette,8,"48.851157653638424, 2.325082248447696",Gratuit
Vélos,9,58 RUE DU DESSOUS DES BERGES,Epingle vélo,9,"48.827534483902824, 2.373872807284867",Gratuit
Vélos,14,102 RUE DOUDEAUVILLE,Nougarette,7,"48.888414101702345, 2.348507032806918",Gratuit
Vélos,10,11 RUE MADEMOISELLE,Sans,0,"48.84358833700207, 2.294300215051104",Gratuit
Vélos,10,68 RUE DE L' ABBE GROULT,Nougarette,5,"48.83922345152518, 2.297083615801381",Gratuit
Vélos,24,62 BD DAVOUT,Nougarette,12,"48.852479308979326, 2.410642182127457",Gratuit
Vélos,10,18 RUE LABROUSTE,Nougarette,5,"48.835571991969296, 2.309342381436241",Gratuit
Vélos,4,27 AV GEORGES MANDEL,Nougarette,2,"48.86322197092069, 2.283688392179256",Gratuit
Vélos,7,2 RUE DE L' EXPOSITION,Epingle vélo,7,"48.858208136701194, 2.302556187505643",Gratuit
Vélos,12,1 RUE DE LA BASTILLE,Nougarette,6,"48.85388956901501, 2.3675189980765854",Gratuit
Vélos,4,25 PL JEANNE D'ARC,Sans,0,"48.82935180277316, 2.368097839175863",Gratuit
Vélos,8,8 AV DE SALONIQUE,Nougarette,4,"48.88195325624643, 2.2835838603155585",Gratuit
Vélos,4,3 RUE SAINT-BERNARD,Sans,0,"48.850640671944674, 2.3814518253135164",Gratuit
Vélos,4,225 RUE DE BERCY,Sans,0,"48.84636944214183, 2.3700279174710004",Gratuit
Vélos,10,10 RUE DANTON,Nougarette,5,"48.85223069145154, 2.340697534060045",Gratuit
Vélos,10,6 RUE RESAL,Nougarette,5,"48.826548404390884, 2.3746488933506145",Gratuit
Vélos,10,130 RUE DE TURENNE,Sans,0,"48.86426452688689, 2.364763789231955",Gratuit
Vélos,8,11 RUE BOULAY,Nougarette,4,"48.89336186622688, 2.3170661627831244",Gratuit
Vélos,4,2 RUE ERNEST ET HENRI ROUSSELLE,Nougarette,2,"48.82493994241564, 2.355203609439026",Gratuit
Vélos,8,56 BD EDGAR QUINET,Nougarette,4,"48.84130829341662, 2.3247192441847186",Gratuit
Vélos,10,7 RUE LIANCOURT,Nougarette,5,"48.8336327697148, 2.3279631686516766",Gratuit
Vélos,4,7 RUE EUGENE CARRIERE,Sans,0,"48.88923765739741, 2.332255074443072",Gratuit
Vélos,10,1 RUE DE SAVOIE,Nougarette,5,"48.85423586846564, 2.3420768018339313",Gratuit
Vélos,5,99 BD DE MONTMORENCY,Sans,0,"48.84857060662129, 2.260498656690573",Gratuit
Vélos,4,7 RUE DE TAHITI,Sans,0,"48.840526338606345, 2.400293500631696",Gratuit
Vélos,6,46 RUE LAMARCK,Nougarette,3,"48.889176550051104, 2.342661393997852",Gratuit
Vélos,20,1 RUE DU CARDINAL DUBOIS,Nougarette,10,"48.88617871025015, 2.3440052497445634",Gratuit
Vélos,4,4 RUE BEAUREPAIRE,Sans,0,"48.86919309260397, 2.3633753624728193",Gratuit
Vélos,4,13 RUE DE MADAGASCAR,Sans,0,"48.83535690461267, 2.3976606721430627",Gratuit
Vélos,8,12 RUE DU BORREGO,Nougarette,4,"48.87261398384489, 2.3989166517515375",Gratuit
Vélos,4,12 AV DE L' OBSERVATOIRE,Sans,0,"48.84076681844147, 2.336699098965835",Gratuit
Vélos,4,1 RUE DE CERISOLES,Sans,0,"48.86845494118774, 2.3022864348571193",Gratuit
Vélos,5,31 AV DE SAINT-MANDE,Sans,0,"48.8452422970922, 2.4000407321970343",Gratuit
Vélos,8,29 RUE HERMEL,Nougarette,4,"48.891552748904516, 2.344587948342259",Gratuit
Vélos,5,34 RUE LEON,Epingle vélo,5,"48.88885384635892, 2.3536294231834525",Gratuit
Vélos,14,26 RUE DE CHERBOURG,Nougarette,7,"48.83082405420475, 2.30377740438555",Gratuit
Vélos,4,2 RUE BOINOD,Sans,0,"48.89196625467042, 2.34993905818876",Gratuit
Vélo-cargo,2,5 RUE SAINT-MERRI,Arceau vélo cargo,2,"48.85910308674485, 2.353462764787697",Gratuit
Vélos,8,87 CRS DE VINCENNES,Nougarette,4,"48.84760218863168, 2.4080087256063614",Gratuit
Vélos,10,77 BD DE BELLEVILLE,Nougarette,5,"48.87135790388701, 2.3775203707501835",Gratuit
Vélos,10,8 RUE DE SEVRES,Nougarette,5,"48.85195494944678, 2.3288706013506637",Gratuit
Vélo-cargo,3,2 PL MONGE,Arceau vélo cargo,3,"48.843207924260405, 2.3520211635058605",Gratuit
Vélos,4,16 RUE DE TURIN,Nougarette,2,"48.88027380648595, 2.325047721781528",Gratuit
Vélos,4,1 VLA BRUNE,Sans,0,"48.82559708351879, 2.31891723573029",Gratuit
Vélos,4,38 RUE BARON,Sans,0,"48.89575204943031, 2.323667652288868",Gratuit
Vélos,4,48 BD JOURDAN,Nougarette,2,"48.82219937585212, 2.330816393272629",Gratuit
Vélos,6,5 RUE MADELEINE REBERIOUX,Nougarette,3,"48.8945848713998, 2.353977642198272",Gratuit
Vélos,10,41 RUE PAJOL,Nougarette,5,"48.88851380438978, 2.3622955395937613",Gratuit
Vélos,6,43 RUE NOTRE-DAME DE LORETTE,Nougarette,3,"48.879516777778036, 2.3361576757866693",Gratuit
Vélos,4,11 PL DU COLONEL FABIEN,Sans,0,"48.87835999664778, 2.3701994729675895",Gratuit
Vélos,10,31 RUE PIERRE FONTAINE,Nougarette,5,"48.88272427356056, 2.3332284745180103",Gratuit
Vélos,14,2 RUE DE LA BIENFAISANCE,Nougarette,7,"48.876785833443904, 2.3213692513771553",Gratuit
Vélos,2,4 ALL ISADORA DUNCAN,Epingle vélo,2,"48.84261917387611, 2.2836499253863556",Gratuit
Vélos,4,22 RUE LEONARD DE VINCI,Sans,0,"48.87007500885428, 2.2855781553751213",Gratuit
Vélos,5,2 RUE DE VALOIS,Sans,0,"48.8629159981239, 2.3376352170449115",Gratuit
Vélos,4,24 RUE DE SURENE,Sans,0,"48.871197086856924, 2.3200410839924106",Gratuit
Vélos,5,90 RUE OBERKAMPF,Sans,0,"48.86551224745106, 2.3768843807451296",Gratuit
Vélos,10,11 AV DE LOWENDAL,Nougarette,5,"48.85208696523019, 2.307568881331854",Gratuit
Vélos,10,1 PL DE FONTENOY - UNESCO,Nougarette,5,"48.851299449496224, 2.3069236773961905",Gratuit
Vélos,4,13 RUE DE LA BANQUE,Sans,0,"48.86742572901369, 2.340632774337824",Gratuit
Vélos,5,4 RUE D' ABOUKIR,Sans,0,"48.86605149493531, 2.3420458618153885",Gratuit
Vélos,5,128 BD AUGUSTE BLANQUI,Sans,0,"48.83186359032875, 2.341302941722425",Gratuit
Vélos,5,1 RUE EUGENE OUDINE,Sans,0,"48.8262446824942, 2.377395117705224",Gratuit
Vélos,14,43 RUE DE LONDRES,Nougarette,7,"48.878060994147354, 2.3261889054396687",Gratuit
Vélos,4,65 RUE DU MOULIN DES PRES,Sans,0,"48.82585167193236, 2.3537543161490047",Gratuit
Vélos,8,21 RUE DE LIEGE,Nougarette,4,"48.879580212455565, 2.326667783645319",Gratuit
Vélos,4,20 RUE DES FOSSES SAINT-BERNARD,Sans,0,"48.8484844456049, 2.3547276219709716",Gratuit
Vélos,4,30 RUE ABEL HOVELACQUE,Sans,0,"48.831921307547645, 2.35282046259101",Gratuit
Vélos,8,18 RUE DE LIEGE,Nougarette,4,"48.87966475434073, 2.327163720148392",Gratuit
Vélos,8,12 RUE ERNEST LEFEVRE,Nougarette,4,"48.86955110724763, 2.4028203085037183",Gratuit
Vélos,4,28 RUE DE BUCI,Sans,0,"48.85366268622137, 2.3364272275944646",Gratuit
Vélos,12,1 RUE DE TURBIGO,Nougarette,6,"48.8633035930126, 2.346604740252606",Gratuit
Vélos,3,2 RUE MIGNON,Sans,0,"48.85233347610375, 2.3417720947055467",Gratuit
Vélos,8,23 RUE DANIELLE CASANOVA,Nougarette,4,"48.867949948191416, 2.3316301351750583",Gratuit
Vélos,5,77 RUE DU FAUBOURG SAINT-DENIS,Sans,0,"48.87298506513, 2.3544841424463883",Gratuit
Vélos,4,121 RUE DE REUILLY,Sans,0,"48.84062042604463, 2.3943825689181053",Gratuit
Vélos,10,19 RUE PHILIPPE DE GIRARD,Epingle vélo,10,"48.8826086969752, 2.3616987112780534",Gratuit
Vélos,4,2 RUE ERNEST HEBERT,Sans,0,"48.86109370272664, 2.266842649032497",Gratuit
Vélos,4,1 RUE FOURCADE,Sans,0,"48.83769175430053, 2.297537130145923",Gratuit
Vélos,8,21 RUE BERNARD DIMEY,Nougarette,4,"48.896867183472814, 2.3304870858353723",Gratuit
Vélo-cargo,4,58 RUE DU CHATEAU LANDON,Arceau vélo cargo,4,"48.88389811561117, 2.36441056970884",Gratuit
Vélos,4,2 RUE DE COMMAILLE,Sans,0,"48.85270356746128, 2.324848160814115",Gratuit
Vélos,4,3 RUE BLEUE,Sans,0,"48.87579019180598, 2.347695278670536",Gratuit
Vélos,4,9 AV MATIGNON,Sans,0,"48.870017489961654, 2.3120148625874117",Gratuit
Vélos,16,66 RUE DE DANTZIG,Nougarette,8,"48.83108869426593, 2.296392494922941",Gratuit
Vélos,10,8 RUE CONDORCET,Nougarette,5,"48.879518405334814, 2.3483035550597404",Gratuit
Vélos,8,20 RUE MALHER,Nougarette,4,"48.85657196084722, 2.361348015397716",Gratuit
Vélos,6,6 RUE BIOT,Nougarette,3,"48.8839454857078, 2.3265425721405135",Gratuit
Vélos,8,116 RUE DU BAC,Epingle vélo,8,"48.85263091881391, 2.3237473905337547",Gratuit
Vélos,12,37 RUE DE MONTREUIL,Nougarette,6,"48.8504686370991, 2.3869583521654514",Gratuit
Vélos,7,35 RUE DE PROVENCE,Epingle vélo,7,"48.87418304526686, 2.337924821628356",Gratuit
Vélos,4,15 BD BARBES,Epingle vélo,4,"48.885274484012, 2.3494082798392095",Gratuit
Vélos,11,2 RUE PHILIPPE DE GIRARD,Epingle vélo,11,"48.88078392861797, 2.3620082751340283",Gratuit
Vélos,8, QU DE LA SEINE,Nougarette,4,"48.88797216682088, 2.3773121689523813",Gratuit
Vélos,8,25 RUE PIERRE FONTAINE,Sans,0,"48.88198507703517, 2.333813851914291",Gratuit
Vélos,8,1 RUE MAURICE BERTEAUX,Nougarette,4,"48.86789538365867, 2.409307643285243",Gratuit
Vélos,10,4 RUE SAINT-VINCENT DE PAUL,Epingle vélo,10,"48.879612564652874, 2.3521373258447023",Gratuit
Vélos,32,158 RUE DU FAUBOURG SAINT-ANTOINE,Nougarette,16,"48.85038408100248, 2.3810961736842087",Gratuit
Vélos,14,30 RUE DES RIGOLES,Nougarette,7,"48.872272297462956, 2.393061824187729",Gratuit
Vélos,4,34 RUE RENE BOULANGER,Epingle vélo,4,"48.868338286259615, 2.361488478048054",Gratuit
Vélos,10,54 BD DE CHARONNE,Nougarette,5,"48.85206779016594, 2.397966017536172",Gratuit
Vélos,6, RUE SINGER,Nougarette,3,"48.856763870549365, 2.275788532073267",Gratuit
Vélos,6,88 RUE DE LEVIS,Nougarette,3,"48.88469232763004, 2.311846640899555",Gratuit
Vélos,32,30 BD DE MENILMONTANT,Nougarette,16,"48.86260693210721, 2.387764242490182",Gratuit
Vélos,12,123 PROM JULES ISAAC,Nougarette,6,"48.830859527431045, 2.376364554418567",Gratuit
Vélos,8, PL YVON ET CLAIRE MORANDAT,Nougarette,4,"48.87601107429251, 2.288991137766365",Gratuit
Vélos,2,68 QU LOUIS BLERIOT,Epingle vélo,2,"48.84683981880362, 2.274105265678065",Gratuit
Vélos,8,54 AV DU DOCTEUR ARNOLD NETTER,Nougarette,4,"48.844984512997165, 2.4058528615481003",Gratuit
Vélos,8,88 BD AUGUSTE BLANQUI,Nougarette,4,"48.83083439681002, 2.345513250302223",Gratuit
Vélos,16,32 RUE LA BRUYERE,Nougarette,8,"48.87949058821917, 2.33398356762015",Gratuit
Vélos,14,2 RUE DE CALAIS,Nougarette,7,"48.88222555361521, 2.331687236126549",Gratuit
Vélos,3,30 AV DU BEL AIR,Epingle vélo,3,"48.847321967444955, 2.3968820298813123",Gratuit
Vélos,14,47 BD MORTIER,Nougarette,7,"48.86732120027539, 2.408711830614106",Gratuit
Vélos,12,2 RUE DES MOULINS,Nougarette,6,"48.866473625620905, 2.334925097701263",Gratuit
Vélos,4,67 RUE RAMBUTEAU,Nougarette,2,"48.86185270179507, 2.350641188400809",Gratuit
Vélos,10,16 RUE REMBRANDT,Nougarette,5,"48.87821061235097, 2.3083481197383033",Gratuit
Vélos,6,14 RUE DU CHATEAU LANDON,Nougarette,3,"48.8805083110689, 2.3623975330534135",Gratuit
Vélos,8,166 RUE CARDINET,Nougarette,4,"48.88988036168705, 2.3167102070552086",Gratuit
Vélos,30,98 RUE DAGUERRE,Nougarette,15,"48.83607008009531, 2.3238182803503893",Gratuit
Vélos,12,36 RUE PIERRE SEMARD,Nougarette,6,"48.879206855784, 2.3485418237006304",Gratuit
Vélos,18,99 BD DE SEBASTOPOL,Nougarette,9,"48.86581252025485, 2.3521776854151053",Gratuit
Vélos,1,104 BD DE CLICHY,Epingle vélo,1,"48.884185135361115, 2.3313020561600872",Gratuit
Vélos,6,11 AV FRANCO-RUSSE,Epingle vélo,6,"48.860134464148, 2.299030127990854",Gratuit
Vélos,1,92 BD DE CLICHY,Epingle vélo,1,"48.8840182601434, 2.3320136852255944",Gratuit
Vélos,4, RUE D' AUTEUIL,Nougarette,2,"48.848049464955125, 2.2629328317713058",Gratuit
Vélos,14,67 RUE NOTRE-DAME DES CHAMPS,Nougarette,7,"48.84320418171149, 2.3315135871219628",Gratuit
Vélos,14,47 RUE VIVIENNE,Nougarette,7,"48.87091888327465, 2.341147405637998",Gratuit
Vélos,8,12 RUE D' ORADOUR-SUR-GLANE,Nougarette,4,"48.83156078458585, 2.2816086870701775",Gratuit
Vélos,22,25 BD SAINT-JACQUES,Nougarette,11,"48.83218716218965, 2.3392876470742783",Gratuit
Vélos,14,32 RUE HENRI BARBUSSE,Nougarette,7,"48.84155277768334, 2.339008926552503",Gratuit
Vélos,12,28 RUE PASCAL,Nougarette,6,"48.83758030448263, 2.3491798130201067",Gratuit
Vélos,5,248 RUE DU FAUBOURG SAINT-MARTIN,Epingle vélo,5,"48.88240098115279, 2.3668521461058414",Gratuit
Vélos,12,159 RUE MARCADET,Nougarette,6,"48.891375797806205, 2.337642251051269",Gratuit
Vélos,7,3 RUE DE TOLBIAC,Epingle vélo,7,"48.830244074193665, 2.376307896972343",Gratuit
Vélos,4,4 RUE POUCHET,Epingle vélo,4,"48.891762874729956, 2.3187031554913498",Gratuit
Vélos,1,36 BD DE CLICHY,Epingle vélo,1,"48.88279386016643, 2.3361723323058934",Gratuit
Vélos,5,10 RUE DUCHEFDELAVILLE,Sans,0,"48.832103282416604, 2.370347018063417",Gratuit
Vélos,6,31 RUE DU PRE SAINT-GERVAIS,Nougarette,0,"48.87812935425568, 2.3963969142925667",Gratuit
Vélos,3,186 AV JEAN JAURES,Epingle vélo,3,"48.88802897261625, 2.3905477064201035",Gratuit
Vélos,6,40 RUE LEPIC,Epingle vélo,6,"48.88600225008189, 2.334563106610754",Gratuit
Vélos,8,120 RUE DE RENNES,Nougarette,4,"48.847056383791596, 2.3268344956118066",Gratuit
Vélos,10,8 RUE WALDECK-ROUSSEAU,Nougarette,5,"48.88019153669185, 2.2867415449711475",Gratuit
Vélos,25,31 RUE DU CAIRE,Sans,0,"48.86768034471074, 2.350249103581539",Gratuit
Vélos,8,3 RUE DE LA PERLE,Epingle vélo,8,"48.859408073911325, 2.3616741141507616",Gratuit
Vélos,14,9 RUE DU COMMANDEUR,Nougarette,7,"48.828426308836114, 2.3316063374958733",Gratuit
Vélos,8,37 RUE YVES TOUDIC,Epingle vélo,8,"48.87140653744691, 2.3622034025946195",Gratuit
Vélos,14,26 RUE MONTBRUN,Nougarette,7,"48.827974595607415, 2.3302640346043773",Gratuit
Vélos,12,54 RUE DE LA TOMBE ISSOIRE,Nougarette,6,"48.82959702365141, 2.3337797685510684",Gratuit
Vélos,2,151 AV D' ITALIE,Epingle vélo,2,"48.82005440102218, 2.3593087601850478",Gratuit
Vélos,16,25 RUE DE LA BIDASSOA,Nougarette,8,"48.86646642316565, 2.3932492344872736",Gratuit
Vélos,20,1 RUE PALATINE,Nougarette,10,"48.85072342350786, 2.33561518295801",Gratuit
Vélos,10,82 RUE DE LA MARE,Nougarette,5,"48.872630119615216, 2.3896723674467",Gratuit
Vélos,16,21 RUE OLIVIER METRA,Nougarette,8,"48.87255878424912, 2.3944861773728516",Gratuit
Vélos,16,96 RUE DE TOLBIAC,Nougarette,8,"48.82683408970276, 2.3641527143200944",Gratuit
Vélos,3,16 RUE CLAIRAUT,Epingle vélo,3,"48.88897330854728, 2.3206643395223914",Gratuit
Vélos,10,114 RUE DES MOINES,Nougarette,5,"48.893020748971026, 2.3230777892554895",Gratuit
Vélos,10,53 RUE TRUFFAUT,Nougarette,5,"48.886689267200545, 2.32008810284369",Gratuit
Vélos,18,2 PL CHARLES DULLIN,Nougarette,9,"48.88328030330909, 2.342138746100427",Gratuit
Vélos,8,49 RUE DU SIMPLON,Nougarette,4,"48.89447041814039, 2.347625516621108",Gratuit
Vélo-cargo,4,2 RUE DES FOSSES SAINT-JACQUES,Arceau vélo cargo,4,"48.84603913679104, 2.343141231914041",Gratuit
Vélos,10,10 RUE ROUBO,Nougarette,5,"48.85034850788517, 2.387332660204265",Gratuit
Vélos,20,1 RUE D' UZES,Nougarette,10,"48.87035845844426, 2.3454554597874986",Gratuit
Vélos,22,38 RUE DE SEVIGNE,Nougarette,11,"48.857313215011374, 2.3631628305341086",Gratuit
Vélos,4,54 AV DE CLICHY,Nougarette,2,"48.886936659575774, 2.3259333873435724",Gratuit
Vélos,10,3 RUE MALHER,Nougarette,5,"48.85556693753015, 2.361161469526669",Gratuit
Vélos,8,33 RUE DE TOCQUEVILLE,Nougarette,4,"48.88404732823831, 2.3118477440832805",Gratuit
Vélos,10, RUE LOUIS ARMAND,Nougarette,5,"48.83309772389719, 2.2768477705040517",Gratuit
Vélos,6,20 RUE JEAN-PIERRE TIMBAUD,Epingle vélo,6,"48.86538844842002, 2.3686643103983593",Gratuit
Vélos,10,6 RUE DES FRERES PERIER,Nougarette,5,"48.86483219287365, 2.299965239252666",Gratuit
Vélos,8,10 RUE GUERSANT,Nougarette,4,"48.880094727217596, 2.2908279962700075",Gratuit
Vélos,2,56 RUE DE MONCEAU,Nougarette,1,"48.87820974392048, 2.311798512832188",Gratuit
Vélos,8,15 RUE TORRICELLI,Nougarette,4,"48.88086656631365, 2.2919877836618223",Gratuit
Vélos,10,180 BD SAINT-GERMAIN,Nougarette,5,"48.85429335835771, 2.3314854275114207",Gratuit
Vélos,12,45 RUE REBEVAL,Nougarette,6,"48.87471024339454, 2.3793551560972315",Gratuit
Vélos,12,24 RUE RAMPAL,Nougarette,6,"48.874601270470336, 2.3795816110207526",Gratuit
Vélos,6,3 RUE SAINTE-FELICITE,Sans,0,"48.839299358296294, 2.3050551892585895",Gratuit
Vélos,8,48 RUE REBEVAL,Nougarette,4,"48.87470472516668, 2.3790552504039684",Gratuit
Vélos,8,1 RUE LAUZIN,Nougarette,4,"48.874760035197404, 2.3788391951882017",Gratuit
Vélos,10,24 RUE LA BRUYERE,Nougarette,5,"48.879290171489586, 2.3349505502745327",Gratuit
Vélos,4,127 RUE DE LA TOUR,Sans,0,"48.86337097009755, 2.274241965087305",Gratuit
Vélos,12,70 RUE DE MIROMESNIL,Nougarette,6,"48.876746637595915, 2.315720962883811",Gratuit
Vélos,4,16 RUE CLAUDE BERNARD,Nougarette,2,"48.83951340449787, 2.348075776349891",Gratuit
Vélos,8,8 RUE MALEVILLE,Nougarette,4,"48.87736770448007, 2.3134493154103972",Gratuit
Vélos,4,60 RUE GALILEE,Sans,0,"48.871713660446105, 2.2986554337895506",Gratuit
Vélos,5,1 RUE REDON,Sans,0,"48.890438133207404, 2.3020687240440894",Gratuit
Vélos,8,13 AV D' IVRY,Nougarette,4,"48.8220082852921, 2.3681834239467734",Gratuit
Vélos,8,48 RUE DE LISBONNE,Nougarette,4,"48.87758310850919, 2.3110484405211724",Gratuit
Vélos,8,1 RUE DU COLONEL MOLL,Nougarette,4,"48.87670799851103, 2.2909686187550293",Gratuit
Vélos,8,23 RUE DE TEHERAN,Nougarette,4,"48.8783729162518, 2.3123567122835182",Gratuit
Vélos,8,1 RUE DE TEHERAN,Nougarette,4,"48.87545345285553, 2.3127604846726433",Gratuit
Vélos,8,1 RUE MALEVILLE,Nougarette,4,"48.87734563128474, 2.314731634500332",Gratuit
Vélos,26,16 AV DE FRIEDLAND,Nougarette,13,"48.87446875540772, 2.3011104097303483",Gratuit
Vélos,24,35 RUE DU CHATEAU D'EAU,Nougarette,12,"48.87127145031258, 2.3580487472015017",Gratuit
Vélos,16,24 RUE DES PETITES ECURIES,Epingle vélo,16,"48.873668950171435, 2.351809677951765",Gratuit
Vélos,15,25 RUE VICQ D'AZIR,Epingle vélo,15,"48.87616453822041, 2.3714682483247778",Gratuit
Vélos,6,9 RUE JEAN-MARIE JEGO,Epingle vélo,6,"48.82849375745488, 2.3511576775055922",Gratuit
Vélos,8,27 RUE DE SAINTONGE,Nougarette,4,"48.86215632828577, 2.3629091157260143",Gratuit
Vélos,8,45 RUE SERVAN,Nougarette,4,"48.861911112893395, 2.382338342315459",Gratuit
Vélos,6,49 RUE DOMBASLE,Nougarette,3,"48.83558948474959, 2.3002280388113405",Gratuit
Vélos,11,15 RUE YVES TOUDIC,Epingle vélo,11,"48.87035975380596, 2.363371109576245",Gratuit
Vélos,10,17 RUE FRIANT,Nougarette,5,"48.82538869464528, 2.3241382075244332",Gratuit
Vélos,16,5 RUE DE PORT-MAHON,Nougarette,8,"48.869293686842184, 2.3340621505007473",Gratuit
Vélos,14,5 RUE ERNEST CRESSON,Nougarette,7,"48.832427638491154, 2.329889812624221",Gratuit
Vélos,6,33 RUE JONQUOY,Nougarette,3,"48.82935850003828, 2.3156189881743217",Gratuit
Vélos,74,292 RUE SAINT-MARTIN,Nougarette,37,"48.86710846972203, 2.354408419806181",Gratuit
Vélos,18,119 RUE DE LA ROQUETTE,Nougarette,9,"48.858096129084615, 2.381793217416176",Gratuit
Vélos,16,10 RUE SAINT-SABIN,Nougarette,8,"48.85517920831671, 2.372041592854513",Gratuit
Vélos,16,144 BD SUCHET,Nougarette,8,"48.848635785624914, 2.259359218195007",Gratuit
Vélos,24,51 QU JACQUES CHIRAC,Nougarette,12,"48.86102335413683, 2.2965236923263506",Gratuit
Vélos,10,150 RUE DU THEATRE,Nougarette,5,"48.8452710653819, 2.297499691247032",Gratuit
Vélos,10,12 RUE LINOIS,Nougarette,5,"48.84862542874493, 2.2825430229606263",Gratuit
Vélos,10,59 AV D' IVRY,Nougarette,5,"48.823632299376165, 2.364937478805851",Gratuit
Vélos,8,23 RUE LINOIS,Nougarette,4,"48.8480956134376, 2.2836654868484754",Gratuit
Vélos,28,11 RUE DE POISSY,Nougarette,14,"48.8490569286377, 2.3525506958550166",Gratuit
Vélos,2,9 RUE DE LA BRECHE AUX LOUPS,Epingle vélo,2,"48.83678370413064, 2.3932717135846318",Gratuit
Vélos,4,14 BD DE BONNE NOUVELLE,Nougarette,2,"48.87008745619715, 2.3512048203593836",Gratuit
Vélos,12,4 RUE LA BRUYERE,Nougarette,6,"48.879003719181476, 2.3363274063653634",Gratuit
Vélos,6,11 RUE EUGENE JUMIN,Nougarette,3,"48.88699102936751, 2.3925361642216467",Gratuit
Vélos,8,15 RUE MARCEL RENAULT,Nougarette,4,"48.880178019961555, 2.292532655098852",Gratuit
Vélos,6,90 RUE DE L' ABBE GROULT,Sans,0,"48.8380277044725, 2.298822329665795",Gratuit
Vélos,12,6 RUE PINEL,Nougarette,6,"48.83390325647863, 2.360039740726622",Gratuit
Vélos,14,12 RUE DE TANGER,Nougarette,7,"48.885001198560374, 2.367599609977046",Gratuit
Vélos,32, AV DE NOGENT,Nougarette,16,"48.83874557236977, 2.460587708715118",Gratuit
Vélos,6,12 RUE BOUCHUT,Sans,0,"48.84653447339859, 2.3101603964187576",Gratuit
Vélos,8,8 RUE ALBERT BAYET,Epingle vélo,8,"48.83014528557596, 2.359461990074385",Gratuit
Vélos,26,103 BD AUGUSTE BLANQUI,Nougarette,13,"48.83037839330019, 2.345577033543254",Gratuit
Vélos,10,118 RUE LA FAYETTE,Nougarette,5,"48.87808819146575, 2.351940180749748",Gratuit
Vélos,16,81 RUE LA FAYETTE,Nougarette,8,"48.876817304143735, 2.3474903370431384",Gratuit
Vélos,18,3 RUE MARIE-ELEONORE DE BELLEFOND,Nougarette,9,"48.87744545626641, 2.3488525511838456",Gratuit
Vélos,6,8 RUE CORIOLIS,Nougarette,3,"48.83540028115006, 2.3917402236185823",Gratuit
Vélos,10,4 RUE AU MAIRE,Epingle vélo,10,"48.86442783230552, 2.3574334109289192",Gratuit
Vélos,10,10 RUE DU BOURG L'ABBE,Nougarette,5,"48.86399678807697, 2.351853231994412",Gratuit
Vélos,24,45 BD SAINT-JACQUES,Nougarette,12,"48.833225408122274, 2.3366630194906377",Gratuit
Vélos,26,57 RUE DU FAUBOURG SAINT-JACQUES,Nougarette,13,"48.83483317479229, 2.3371647294600293",Gratuit
Vélo-cargo,2,64 RUE REMY DUMONCEL,Arceau vélo cargo,2,"48.829617024193766, 2.3287101453028503",Gratuit
Vélos,9,9 RUE VICTOR CONSIDERANT,Sans,0,"48.835499960194234, 2.3304161889186044",Gratuit
Vélos,9,1 RUE VICTOR CONSIDERANT,Sans,0,"48.83507361165765, 2.3315624643428037",Gratuit
Vélos,8,12 AV GAMBETTA,Nougarette,4,"48.86320186233382, 2.388980521174118",Gratuit
Vélos,12,67 RUE SAINT-JACQUES,Nougarette,6,"48.85011430219197, 2.34516983153771",Gratuit
Vélos,8,28 RUE DU CHERCHE-MIDI,Sans,0,"48.8504382373957, 2.327846515650826",Gratuit
Vélos,12,82 RUE BOBILLOT,Nougarette,6,"48.82412831404714, 2.3485965879429256",Gratuit
Vélos,4,6 RUE HARPIGNIES,Nougarette,2,"48.85876780986557, 2.4112659432745756",Gratuit
Vélos,10,8 RUE FAGON,Nougarette,5,"48.83236879856254, 2.3580341374701845",Gratuit
