Régime particulier,Nombre places calculées,Adresse complète,Type mobilier,Numéro mobilier,geo_point_2d,Tarif
Vélos,4,46 AV DE SUFFREN,Sans,0,"48.85373344530089, 2.2967842311554763",Gratuit
Vélos,4,2 RUE DE LUYNES,Sans,0,"48.85547298250284, 2.326711652990406",Gratuit
Vélos,4,37 RUE DES VOLONTAIRES,Sans,0,"48.840517840781345, 2.3086789253664337",Gratuit
Vélos,4,14 RUE JOBBE DUVAL,Sans,0,"48.834560052958466, 2.298715284028626",Gratuit
Vélos,4,39 RUE GALILEE,Sans,0,"48.87020873617855, 2.2965883523984316",Gratuit
Vélos,20,20 RUE FRANCOIS TRUFFAUT,Nougarette,10,"48.83298855094212, 2.3854630068358924",Gratuit
Vélos,4,15 RUE LIANCOURT,Sans,0,"48.833781378749634, 2.3275077651218443",Gratuit
Vélos,4,23 RUE PAUL VALERY,Sans,0,"48.87058194901363, 2.2895497602357957",Gratuit
Vélos,4,34 RUE DE TURIN,Nougarette,2,"48.88223824360102, 2.3244412496954556",Gratuit
Vélos,4,3 RUE DE SAINT-SIMON,Sans,0,"48.85646226980072, 2.324182478648115",Gratuit
Vélos,5,27 RUE DES WALLONS,Sans,0,"48.83820904891199, 2.3584761770478306",Gratuit
Vélos,4,22 RUE DE TURIN,Nougarette,2,"48.881423834884984, 2.3246335018481874",Gratuit
Vélos,4,4 RUE ROTROU,Sans,0,"48.84932811734807, 2.33839270584616",Gratuit
Vélos,4,6 RUE ELISA BOREY,Sans,0,"48.86621550964809, 2.3900798237614556",Gratuit
Vélos,4,23 RUE DE LA COMETE,Sans,0,"48.85810152862957, 2.309289226565827",Gratuit
Vélos,10,23 BD DE BELLEVILLE,Nougarette,5,"48.868263966665886, 2.381402868522801",Gratuit
Vélos,48,36 BD DE PORT-ROYAL,Nougarette,24,"48.83726815221108, 2.348100425675586",Gratuit
Vélos,4,13 AV D' EYLAU,Sans,0,"48.864104962852736, 2.2853340417959993",Gratuit
Vélos,5,13 RUE FIZEAU,Sans,0,"48.83051710780208, 2.3040147030812106",Gratuit
Vélos,8,9 RUE DULAC,Nougarette,4,"48.843226004090035, 2.3155492531657664",Gratuit
Vélos,4,132 RUE DE LA POMPE,Sans,0,"48.86809733489694, 2.281282492095756",Gratuit
Vélos,5,2 PAS SAINT-AMBROISE,Sans,0,"48.86256422257595, 2.377967628850715",Gratuit
Vélos,8,16 RUE D' ENGHIEN,Nougarette,4,"48.871898997779105, 2.3516935783120765",Gratuit
Vélos,5,27 BD DE GRENELLE,Sans,0,"48.852743934800046, 2.290666307910673",Gratuit
Vélos,12,8 RUE MONTESQUIEU,Nougarette,6,"48.86317211108021, 2.33860106244411",Gratuit
Vélos,4,5 RUE MULLER,Sans,0,"48.88671979433444, 2.346738266413772",Gratuit
Vélos,4,15 RUE OUDINOT,Sans,0,"48.85020642100683, 2.3179878898891175",Gratuit
Vélos,4,10 RUE DE L' ERMITAGE,Sans,0,"48.8700137329166, 2.391573050818787",Gratuit
Vélos,4,99 RUE NOTRE-DAME DES CHAMPS,Sans,0,"48.8413719653404, 2.333012894887306",Gratuit
Vélos,8,12 RUE SAINTE-ANASTASE,Nougarette,4,"48.85971262963985, 2.36361747356471",Gratuit
Vélos,4,12 RUE MONCEY,Sans,0,"48.88008562675302, 2.330531427275588",Gratuit
Vélos,5,2 RUE SAINT-JEAN-BAPTISTE DE LA SALLE,Epingle vélo,5,"48.84773139451179, 2.3195114223426043",Gratuit
Vélos,5,2 RUE HALLE,Sans,0,"48.83077378906845, 2.3343210461496633",Gratuit
Vélos,4,38 RUE JEAN-BAPTISTE SEMANAZ,Sans,0,"48.88480354825569, 2.3989264221837647",Gratuit
Vélos,4,14 RUE DE CHANTILLY,Sans,0,"48.87887027563087, 2.347272872562649",Gratuit
Vélos,4,103 RUE D' AUBERVILLIERS,Sans,0,"48.89129642286929, 2.3688313930387674",Gratuit
Vélos,4,37 RUE MARIE-ELEONORE DE BELLEFOND,Sans,0,"48.878124374890184, 2.3457893312620204",Gratuit
Vélos,4,13 RUE DE LISBONNE,Sans,0,"48.87771269243417, 2.3154652616690425",Gratuit
Vélos,4,198 AV JEAN JAURES,Sans,0,"48.88837375772967, 2.391718584159481",Gratuit
Vélos,4,8 RUE GASTON TISSANDIER,Sans,0,"48.89934178293091, 2.3659787540197197",Gratuit
Vélos,6,19 BD PEREIRE,Sans,0,"48.88778113154436, 2.3115719397646397",Gratuit
Vélos,4,1 AV RACHEL,Sans,0,"48.884532278912474, 2.3305574527411648",Gratuit
Vélos,4,21 RUE TRISTAN TZARA,Sans,0,"48.895024360308234, 2.363774078386486",Gratuit
Vélos,5,71 QU DE LA SEINE,Sans,0,"48.88811020486826, 2.3773687245383734",Gratuit
Vélos,5,20 PL DU GENERAL CATROUX,Sans,0,"48.88315257740061, 2.31028588992458",Gratuit
Vélos,4,11 RUE DES RECOLLETS,Sans,0,"48.874411238823534, 2.3618810621384267",Gratuit
Vélos,4,48 RUE D' ENGHIEN,Sans,0,"48.872372026196956, 2.3485970473288695",Gratuit
Vélos,10,19 RUE LAHIRE,Nougarette,5,"48.82947874788137, 2.3656994339537682",Gratuit
Vélos,6,30 RUE DE DANTZIG,Sans,0,"48.833759588464936, 2.2989292081156614",Gratuit
Vélos,4,139 AV DAUMESNIL,Sans,0,"48.84307972836579, 2.3841652882492688",Gratuit
Vélos,4,18 RUE DE SEVRES,Sans,0,"48.85173673744051, 2.3270642416694987",Gratuit
Vélos,5,14 RUE GOBERT,Sans,0,"48.85580115503045, 2.383126906810358",Gratuit
Vélos,4,1 RUE COETLOGON,Sans,0,"48.85004707818476, 2.329360777774071",Gratuit
Vélos,10,1 BD D' AUTEUIL,Nougarette,5,"48.84536109117815, 2.2545374329287764",Gratuit
Vélos,4,1 RUE DE COURCELLES,Sans,0,"48.873158935158166, 2.3113751883487996",Gratuit
Vélos,4,58 AV DE SUFFREN,Sans,0,"48.85346613595015, 2.2971984349226005",Gratuit
Vélos,7,28 RUE DE GERGOVIE,Sans,0,"48.833744284584675, 2.314793275383027",Gratuit
Vélos,4,9 RUE BROWN-SEQUARD,Sans,0,"48.84144355469067, 2.315523397056758",Gratuit
Vélos,4,24 RUE DE CHATILLON,Sans,0,"48.82780135944574, 2.3224563517231958",Gratuit
Vélos,10,4 RUE ABEL RABAUD,Nougarette,5,"48.869453930430524, 2.3719876171327274",Gratuit
Vélos,22,6 RUE DES GONCOURT,Nougarette,11,"48.86936094933225, 2.3722791975112134",Gratuit
Vélos,4,52 RUE PAJOL,Sans,0,"48.89184607057236, 2.3633813380688418",Gratuit
Vélos,5,15 AV DES TERROIRS DE FRANCE,Sans,0,"48.83128806627011, 2.387262215107976",Gratuit
Vélos,4,40 RUE DU RANELAGH,Sans,0,"48.85418062887649, 2.2757164376769294",Gratuit
Vélos,5,1 RUE DE LASTEYRIE,Sans,0,"48.87145033739562, 2.2847256986999307",Gratuit
Vélos,5,15 RUE NEUVE POPINCOURT,Sans,0,"48.86375097232028, 2.374663049370362",Gratuit
Vélos,5,7 AV DE SAINT-MANDE,Sans,0,"48.84558242891772, 2.396708824162406",Gratuit
Vélo-cargo,2,71 BD ORNANO,Arceau vélo cargo,2,"48.89694102547097, 2.3450395003304623",Gratuit
Vélos,8,2 RUE NEUVE DE LA CHARDONNIERE,Nougarette,4,"48.89454232353231, 2.3478458940703946",Gratuit
Vélos,4,37 RUE JACQUES LOUVEL-TESSIER,Sans,0,"48.87176555019476, 2.3718181343127664",Gratuit
Vélos,5,12 RUE YVES TOUDIC,Sans,0,"48.86904771943053, 2.3645376497290886",Gratuit
Vélos,12,14 RUE BOCHART DE SARON,Nougarette,6,"48.88099524207197, 2.342553567655698",Gratuit
Vélos,10,72 RUE NOTRE-DAME DES CHAMPS,Nougarette,5,"48.84277412666167, 2.3316860960190384",Gratuit
Vélos,12,53 RUE JENNER,Nougarette,6,"48.83606611435919, 2.360532033438242",Gratuit
Vélos,2,104 QU LOUIS BLERIOT,Epingle vélo,2,"48.84435922308625, 2.27180095108827",Gratuit
Vélos,8,58 RUE LEGENDRE,Nougarette,4,"48.88521908707208, 2.316111776079597",Gratuit
Vélos,10,18 RUE HECTOR MALOT,Nougarette,5,"48.84654366215872, 2.3765138411146576",Gratuit
Vélos,16, CRS DE VINCENNES,Nougarette,8,"48.84728743529304, 2.411562050879457",Gratuit
Vélos,6,8 RUE TRONSON DU COUDRAY,Nougarette,3,"48.87322818529581, 2.322502982407415",Gratuit
Vélos,12,13 RUE PAVEE,Nougarette,6,"48.85654283531628, 2.3609365553941606",Gratuit
Vélos,6,10 RUE PIERRE LESCOT,Nougarette,3,"48.861805310015136, 2.3481018228797312",Gratuit
Vélos,10,13 PL DES VOSGES,Nougarette,5,"48.85571837943266, 2.364744584017533",Gratuit
Vélos,7, AV JOSEPH BOUVARD,Sans,0,"48.85712679081561, 2.29959011823553",Gratuit
Vélos,8,3 RUE CLAPEYRON,Nougarette,4,"48.88117004100218, 2.3243398092315495",Gratuit
Vélos,6,24 RUE DE PRESLES,Nougarette,3,"48.851978732616324, 2.296294483086831",Gratuit
Vélos,14,2 PL D' ESTIENNE D'ORVES,Nougarette,7,"48.876607040273434, 2.33240047765221",Gratuit
Vélos,22,53 RUE DES PYRENEES,Nougarette,11,"48.85165280458528, 2.4061969795413845",Gratuit
Vélos,4,163 AV DAUMESNIL,Epingle vélo,4,"48.840941485601256, 2.3893776696914344",Gratuit
Vélos,10,21 RUE DES MATHURINS,Nougarette,5,"48.87314577624396, 2.3270103527690646",Gratuit
Vélos,12,93 BD SOULT,Nougarette,6,"48.84252585073799, 2.4095189224519564",Gratuit
Vélos,4,18 RUE DE TURIN,Nougarette,2,"48.88098601630188, 2.324736821744646",Gratuit
Vélos,10,2 AV DU GENERAL DUBAIL,Nougarette,5,"48.85377387827593, 2.2716197323743303",Gratuit
Vélos,8,77 RUE SAINT-DOMINIQUE,Nougarette,4,"48.85980137590731, 2.3087279827155545",Gratuit
Vélos,9,10 PL DU PRESIDENT MITHOUARD,Sans,0,"48.850828563906305, 2.312599267770174",Gratuit
Vélos,10,11 BD DES ITALIENS,Nougarette,5,"48.87156232687432, 2.3380194465172663",Gratuit
Vélos,9,9 PL DU PRESIDENT MITHOUARD,Sans,0,"48.84994883627416, 2.313143150969395",Gratuit
Vélos,4,25 PL NAPOLEON III,Epingle vélo,4,"48.880132890864395, 2.3539703923386663",Gratuit
Vélos,15,11 RUE YVES TOUDIC,Epingle vélo,15,"48.86991046471193, 2.3639423646731244",Gratuit
Vélos,8,32 BD DE BONNE NOUVELLE,Nougarette,4,"48.87046257715292, 2.3494514260095896",Gratuit
Vélos,12,1 RUE BEAUREPAIRE,Nougarette,6,"48.868766845425824, 2.363106072660943",Gratuit
Vélos,8,1 RUE PALATINE,Nougarette,4,"48.85078460762256, 2.3356248860680413",Gratuit
Vélos,4,22 RUE BOBILLOT,Nougarette,2,"48.829175670288244, 2.3535335793814087",Gratuit
Vélos,8,20 RUE D' AUBERVILLIERS,Nougarette,4,"48.88537317786447, 2.3656976629399167",Gratuit
Vélos,6,7 RUE DE LA GRANGE BATELIERE,Nougarette,3,"48.87306554689488, 2.3423547612437847",Gratuit
Vélos,8,2 RUE JULES CESAR,Nougarette,4,"48.84877701714049, 2.3681940035538145",Gratuit
Vélos,14,26 BD DE LA BASTILLE,Nougarette,7,"48.84914061905273, 2.3682565899132415",Gratuit
Vélos,4,2 RUE DE CHARTRES,Nougarette,2,"48.8843842082514, 2.355437436963121",Gratuit
Vélos,8,60 BD DE PICPUS,Nougarette,4,"48.844669038134086, 2.402285297293646",Gratuit
Vélos,6,10 RUE ROBERT ESNAULT-PELTERIE,Nougarette,3,"48.86153846328516, 2.314903164498408",Gratuit
Vélos,8,52 AV D' IVRY,Nougarette,4,"48.823755416801276, 2.3649166445862075",Gratuit
Vélos,16,22 RUE DE DUNKERQUE,Nougarette,8,"48.88034776119064, 2.353326774716877",Gratuit
Vélos,5,1 RUE DE L' ARMORIQUE,Sans,0,"48.840109368325095, 2.314896721036518",Gratuit
Vélos,34,35 BD DE VAUGIRARD,Nougarette,17,"48.841324538558425, 2.3179694651774665",Gratuit
Vélos,10,107 AV VICTOR HUGO,Sans,0,"48.86870471185804, 2.283182999387288",Gratuit
Vélos,5,25 RUE RUBENS,Sans,0,"48.83351925152586, 2.3565110974420236",Gratuit
Vélos,12,4 RUE DU MARCHE DES BLANCS MANTEAUX,Nougarette,6,"48.85817294598199, 2.358843708547859",Gratuit
Vélos,7,215 RUE LA FAYETTE,Epingle vélo,7,"48.88137077914353, 2.3648184858998773",Gratuit
Vélos,14,5 RUE DU SOMMERARD,Nougarette,7,"48.84979615308171, 2.347367074799726",Gratuit
Vélos,5,6 RUE MARSOLLIER,Sans,0,"48.86781002105879, 2.3346160752312484",Gratuit
Vélos,10,47 RUE CUVIER,Sans,0,"48.84473244033982, 2.3567384882576987",Gratuit
Vélos,10,60 BD ARAGO,Nougarette,5,"48.834984026362086, 2.343922115513599",Gratuit
Vélos,10,47 RUE BOBILLOT,Nougarette,5,"48.82827136538145, 2.3529239358250384",Gratuit
Vélos,10,3 RUE DE CONSTANTINE,Nougarette,5,"48.860852001032335, 2.3148894612551585",Gratuit
Vélos,10,14 RUE GEORGE BERNARD SHAW,Nougarette,5,"48.8518012439847, 2.293558874822819",Gratuit
Vélos,8,17 RUE DE L' AUDE,Nougarette,4,"48.826633097377204, 2.3338772388262345",Gratuit
Vélos,5,2 RUE BERBIER DU METS,Sans,0,"48.83345856962394, 2.3515350294823483",Gratuit
Vélos,44,3 RUE DU COLONEL COLONNA D'ORNANO,Nougarette,22,"48.84510592065621, 2.305329563455905",Gratuit
Vélos,4, RUE PLUMET,Nougarette,2,"48.83962578488387, 2.3092222607319446",Gratuit
Vélos,8,8 RUE CLEMENT,Nougarette,4,"48.8525069576511, 2.33601276750062",Gratuit
Vélos,8,57 RUE PAJOL,Nougarette,4,"48.889813649828575, 2.36299296731831",Gratuit
Vélos,4,5 AV DE CLICHY,Nougarette,2,"48.88424136999696, 2.3270016058849534",Gratuit
Vélos,5,16 RUE PRADIER,Sans,0,"48.87536920057376, 2.3817262951436535",Gratuit
Vélos,4,17 RUE DES RENAUDES,Sans,0,"48.87985977329842, 2.2990975476356645",Gratuit
Vélos,26,1 RUE PACHE,Nougarette,13,"48.8583096200628, 2.3821013171364425",Gratuit
Vélos,8,102 BD BERTHIER,Nougarette,4,"48.889511598294874, 2.3031929587680278",Gratuit
Vélos,8,3 RUE DU MARCHE DES BLANCS MANTEAUX,Nougarette,4,"48.85795865002595, 2.3584736317557544",Gratuit
Vélos,14,122 BD MURAT,Nougarette,7,"48.83729331401205, 2.2584580400555656",Gratuit
Vélos,10,77 RUE JOUFFROY D'ABBANS,Nougarette,5,"48.88371556279005, 2.304417619093295",Gratuit
Vélos,6,132 BD MURAT,Nougarette,3,"48.83692412959654, 2.2611868969798734",Gratuit
Vélos,8,17 RUE DU GENERAL NIOX,Nougarette,4,"48.83685244420092, 2.2616560244672033",Gratuit
Vélos,8,162 RUE MARCADET,Nougarette,4,"48.89141050370174, 2.3377745402609955",Gratuit
Vélos,8,6 AV PARMENTIER,Nougarette,4,"48.859062596626316, 2.3796505316058285",Gratuit
Vélos,4,63 RUE MANIN,Epingle vélo,4,"48.88158271637715, 2.381006377945141",Gratuit
Vélos,10,5 RUE CURIAL,Nougarette,5,"48.89000264293251, 2.371705518566918",Gratuit
Vélos,20,109 BD MASSENA,Nougarette,10,"48.820048608057824, 2.3654510975351117",Gratuit
Vélos,27,38 RUE DE LA MONTAGNE DE L'ESPEROU,Epingle vélo,27,"48.841389478058915, 2.2767742586262947",Gratuit
Vélos,8,108 BD NEY,Nougarette,4,"48.89806268257745, 2.342991052451087",Gratuit
Vélos,22,42 QU D' ORLEANS,Nougarette,11,"48.852655711650954, 2.353385847744846",Gratuit
Vélos,6,7 BD VOLTAIRE,Nougarette,3,"48.866105167615466, 2.3660815452118897",Gratuit
Vélos,8,102 BD SAINT-GERMAIN,Nougarette,4,"48.85151100772487, 2.342965277788028",Gratuit
Vélos,10,108 RUE D' ALESIA,Nougarette,5,"48.82933948185844, 2.322365859512292",Gratuit
Vélos,8,14 RUE DU CHEVALIER DE SAINT-GEORGE,Nougarette,4,"48.86882714366766, 2.325231848392552",Gratuit
Vélos,8,72 RUE DE L' AMIRAL ROUSSIN,Nougarette,4,"48.842105149241284, 2.3005302262880796",Gratuit
Vélos,8,12 PL SAINT-SULPICE,Nougarette,4,"48.85118466279123, 2.3331454010148978",Gratuit
Vélos,6,70 AV DE LA GRANDE ARMEE,Nougarette,3,"48.877120198233165, 2.285053989765545",Gratuit
Vélos,8,29 RUE DU CHERCHE-MIDI,Nougarette,4,"48.85024628253239, 2.327453130013226",Gratuit
Vélos,10, RTE DE LA FERME,Nougarette,5,"48.820642852587056, 2.4513708590614005",Gratuit
Vélos,5,35 RUE SERVAN,Sans,0,"48.86111598696126, 2.3828220296627523",Gratuit
Vélos,10,9 RUE VOLTAIRE,Nougarette,5,"48.852365156138156, 2.3906416803461363",Gratuit
Vélos,12,6 RUE PAUL MEURICE,Nougarette,6,"48.8743650965467, 2.4121172084443727",Gratuit
Vélos,12,40 RUE DES FOSSES SAINT-BERNARD,Nougarette,6,"48.84770721438609, 2.3534990231390003",Gratuit
Vélos,4,54 RUE EUGENE CARRIERE,Epingle vélo,4,"48.89228937100283, 2.333632114355746",Gratuit
Vélos,18,45 RUE DES SAINTS-PERES,Nougarette,9,"48.855736089001134, 2.331291114184587",Gratuit
Vélos,5,8 RUE DES GRANDS CHAMPS,Epingle vélo,5,"48.85046155882755, 2.399492630691103",Gratuit
Vélos,5,67 RUE BARRAULT,Sans,0,"48.82456487974798, 2.346631506557996",Gratuit
Vélos,8,10 RUE JEAN-PIERRE TIMBAUD,Nougarette,4,"48.865075484495144, 2.367462850990351",Gratuit
Vélos,5,65 BD DE PICPUS,Sans,0,"48.846546042865604, 2.399903909837946",Gratuit
Vélos,5,35 RUE DE TOUL,Sans,0,"48.840183116471685, 2.4024314170824272",Gratuit
Vélos,9,32 RUE HELENE BRION,Sans,0,"48.827983670558496, 2.3804995687666985",Gratuit
Vélos,14,37 RUE DE CROULEBARBE,Nougarette,7,"48.83260196962711, 2.3509445558162945",Gratuit
Vélos,14,42 RUE BLANCHE,Nougarette,7,"48.879469423482874, 2.3314459149993603",Gratuit
Vélos,5,45 RUE LEBLANC,Sans,0,"48.83885214777567, 2.276287753825614",Gratuit
Vélos,14,1 RUE DE TURBIGO,Nougarette,7,"48.863300789425296, 2.346523311357317",Gratuit
Vélos,6,149 RUE DE RENNES,Nougarette,3,"48.845594660391626, 2.3256439483889166",Gratuit
Vélos,1,41 RUE BRANCION,Epingle vélo,1,"48.83387838395248, 2.30439702406055",Gratuit
Vélos,18,377 RUE DES PYRENEES,Nougarette,9,"48.87372397253188, 2.3896395226426286",Gratuit
Vélos,8,27 BD PEREIRE,Nougarette,4,"48.887872118440406, 2.310491609165803",Gratuit
Vélos,6,63 RUE RAMBUTEAU,Nougarette,3,"48.86171344089818, 2.3512518912581233",Gratuit
Vélos,8,44 RUE DAUTANCOURT,Nougarette,4,"48.89073035800991, 2.3258634860907974",Gratuit
Vélos,10,2 RUE MARGUERITE LONG,Nougarette,5,"48.8909386063883, 2.3047709501381797",Gratuit
Vélos,2,136 RUE DE L' ABBE GROULT,Nougarette,1,"48.836096930997364, 2.3017077555060452",Gratuit
Vélos,6,2 AV D' IENA,Nougarette,3,"48.86300988850729, 2.2921927240838835",Gratuit
Vélos,11,72 RUE CROZATIER,Epingle vélo,11,"48.85004460088746, 2.379192915605873",Gratuit
Vélos,17,1 RUE GUYNEMER,Epingle vélo,17,"48.848436051514255, 2.3326147501101744",Gratuit
Vélos,38,4 RUE SAINT-FLORENTIN,Nougarette,19,"48.867256880259646, 2.324133321107574",Gratuit
Vélos,3,9 RUE DES WALLONS,Epingle vélo,3,"48.83851433567431, 2.359287900042754",Gratuit
Vélos,8,60 BD KELLERMANN,Epingle vélo,8,"48.82053546734964, 2.349403430960572",Gratuit
Vélos,4,42 RUE DES ORTEAUX,Epingle vélo,4,"48.856503946098734, 2.4024874060576553",Gratuit
Vélos,3,22 BD BARBES,Epingle vélo,3,"48.88505596485779, 2.3496215391609567",Gratuit
Vélos,7,107 RUE JEANNE D'ARC,Epingle vélo,7,"48.83404655708911, 2.3626533505683796",Gratuit
Vélos,8,51 RUE LHOMOND,Nougarette,4,"48.8414668702608, 2.348379264715248",Gratuit
Vélos,10,68 AV DE LA BOURDONNAIS,Nougarette,5,"48.85540865148053, 2.3035260017276737",Gratuit
Vélos,12,44 RUE DE TREVISE,Nougarette,6,"48.87584431052583, 2.3454954780956894",Gratuit
Vélos,5,21 RUE SAINT-MEDARD,Epingle vélo,5,"48.843689443877096, 2.349872901971299",Gratuit
Vélos,10,54 RUE CLISSON,Nougarette,5,"48.831050728844744, 2.3662417790643957",Gratuit
Vélos,24,83 BD VINCENT AURIOL,Nougarette,12,"48.8343480303853, 2.367124046008916",Gratuit
Vélos,12,10 AV DE VERDUN,Epingle vélo,12,"48.87629601436004, 2.361694828871121",Gratuit
Vélos,10,30 RUE DU THEATRE,Nougarette,5,"48.849540564538216, 2.28634306095447",Gratuit
Vélos,12,134 PROM MARCEL CARNE,Nougarette,6,"48.88397779187079, 2.3286058611674787",Gratuit
Vélos,2, QU DE LA SEINE,Nougarette,1,"48.88793049395212, 2.377227606256495",Gratuit
Vélos,6,2 RUE VICTOR DURUY,Epingle vélo,6,"48.837817278024986, 2.29784191707293",Gratuit
Vélos,26,9 RUE TURGOT,Nougarette,13,"48.879998991024685, 2.345445369992373",Gratuit
Vélos,6,78 RUE MADEMOISELLE,Nougarette,3,"48.84285085745551, 2.301959994260527",Gratuit
Vélos,10,128 RUE DE LA TOMBE ISSOIRE,Nougarette,5,"48.82499793756567, 2.3312918806995255",Gratuit
Vélos,2,10 RUE CHOMEL,Epingle vélo,2,"48.85199862911144, 2.3251610018902653",Gratuit
Vélo-cargo,5,48 RUE DE L' AQUEDUC,Arceau vélo cargo,5,"48.882608291739984, 2.3644667389501803",Gratuit
Vélos,4,29 RUE DU CHATEAU LANDON,Epingle vélo,4,"48.88309849566237, 2.3638720279095344",Gratuit
Vélos,12, RUE LECUIROT,Nougarette,6,"48.829720992403765, 2.3211193341020935",Gratuit
Vélos,30,8 RUE DES HAUDRIETTES,Nougarette,15,"48.86174069952672, 2.357317397358756",Gratuit
Vélos,2,37 BD BARBES,Epingle vélo,2,"48.88795851410082, 2.349469801514237",Gratuit
Vélos,2,116 AV DE SUFFREN,Nougarette,1,"48.84849405804666, 2.3051058204531643",Gratuit
Vélos,6,2 RUE EMILE LEVEL,Epingle vélo,6,"48.8923157355172, 2.31772485518833",Gratuit
Vélos,12,23 RUE DE LA BUTTE AUX CAILLES,Nougarette,6,"48.82764547793247, 2.349561872721764",Gratuit
Vélos,30,41 RUE DU CAIRE,Nougarette,15,"48.867824724493865, 2.34963581712705",Gratuit
Vélos,10,63 AV DE LA GRANDE ARMEE,Nougarette,5,"48.87615947983393, 2.2868196448519336",Gratuit
Vélos,18,33 RUE DES GATINES,Nougarette,9,"48.866211279626846, 2.3991977040163013",Gratuit
Vélos,1,51 BD DE CLICHY,Epingle vélo,1,"48.88335612759029, 2.3338200021771924",Gratuit
Vélos,10,7 RUE DARBOY,Nougarette,5,"48.86912214998674, 2.3731055888548958",Gratuit
Vélos,18,124 BD DIDEROT,Nougarette,9,"48.84739658003252, 2.387646965966511",Gratuit
Vélos,10,2 RUE CLAUZEL,Nougarette,5,"48.878949814814575, 2.3397026322809023",Gratuit
Vélos,14,29 BD JOURDAN,Nougarette,7,"48.82059765880093, 2.337035003132815",Gratuit
Vélos,8,35 RUE BRUNEL,Nougarette,4,"48.87904666195555, 2.2875252309933454",Gratuit
Vélos,14,25 RUE SAINT-FARGEAU,Nougarette,7,"48.87156064009703, 2.401773738374732",Gratuit
Vélos,4,14 RUE DURANTI,Epingle vélo,4,"48.860847255401985, 2.384746904476396",Gratuit
Vélos,8,17 RUE LA VIEUVILLE,Epingle vélo,8,"48.8847401162567, 2.34034943280227",Gratuit
Vélos,9,53 PL LEON BLUM,Epingle vélo,9,"48.85784578608585, 2.3794380490810316",Gratuit
Vélos,7,18 RUE CHAPPE,Epingle vélo,7,"48.884904764774, 2.3418403093970026",Gratuit
Vélos,11,61 RUE DES PETITES ECURIES,Epingle vélo,11,"48.873988247805116, 2.348131468060827",Gratuit
Vélos,12,215 BD SAINT-GERMAIN,Nougarette,6,"48.857120408786685, 2.324291498402768",Gratuit
Vélos,2,6 PL LEON BLUM,Epingle vélo,2,"48.85823148302567, 2.380632528150672",Gratuit
Vélos,8,28 RUE VIOLET,Nougarette,4,"48.84809616514945, 2.2934386159761995",Gratuit
Vélos,10,28 RUE DU PROFESSEUR FLORIAN DELBARRE,Nougarette,5,"48.838831966262276, 2.2721028684781435",Gratuit
Vélos,10,48 AV GEORGES MANDEL,Nougarette,5,"48.8639930572997, 2.278949104303278",Gratuit
Vélos,4,21 RUE DE CITEAUX,Sans,0,"48.847949527547826, 2.3805814573523922",Gratuit
Vélos,2,29 RUE HENRI CHEVREAU,Nougarette,1,"48.870283207247695, 2.3889884056657142",Gratuit
Vélos,18,40 RUE VANEAU,Nougarette,9,"48.85180286192632, 2.318981769836746",Gratuit
Vélos,20,10 RUE DE PRAGUE,Epingle vélo,20,"48.850489246864505, 2.3756938643930194",Gratuit
Vélos,10,36 RUE DESNOUETTES,Nougarette,5,"48.8359832428872, 2.290222979625639",Gratuit
Vélos,8,13 BD NEY,Nougarette,4,"48.898369798015764, 2.364853930844903",Gratuit
Vélos,10,1 AV MAURICE RAVEL,Nougarette,5,"48.84118077289999, 2.4114172635907702",Gratuit
Vélos,14,97 RUE VIEILLE DU TEMPLE,Nougarette,7,"48.860204183443365, 2.361175864624193",Gratuit
Vélos,30,6 RUE DU FOUARRE,Nougarette,15,"48.851650750657335, 2.3474738478889057",Gratuit
Vélos,4,16 RUE DAVID D'ANGERS,Sans,0,"48.8824060037524, 2.3910877195916425",Gratuit
Vélos,10,3 RUE RAOUL WALLENBERG,Nougarette,5,"48.87871203469235, 2.410403449839892",Gratuit
Vélos,8,6 SQ BOLIVAR,Epingle vélo,8,"48.87553298144297, 2.3832267545559387",Gratuit
Vélos,22,92 RUE D' ASSAS,Nougarette,11,"48.84359942695216, 2.3335709323353138",Gratuit
Vélos,6,15 RUE DE L' INSPECTEUR ALLES,Nougarette,3,"48.879537187685294, 2.398212124234635",Gratuit
Vélos,21,51 RUE MONTCALM,Epingle vélo,21,"48.89429934329564, 2.3400372490268264",Gratuit
Vélos,30,13 PAS RAMEY,Nougarette,15,"48.88987949477184, 2.3472019746393347",Gratuit
Vélos,6,46 BD GARIBALDI,Nougarette,3,"48.846563302257344, 2.305864560985616",Gratuit
Vélos,10,13 RUE RICHER,Nougarette,5,"48.8740157535686, 2.3465930842500677",Gratuit
Vélos,24, AV DE LA PORTE DE VANVES,Nougarette,12,"48.824843757577504, 2.3039761268844963",Gratuit
Vélos,14,32 RUE LANTIEZ,Nougarette,7,"48.896650659384456, 2.3252164978423906",Gratuit
Vélos,5,4 RUE BEZOUT,Epingle vélo,5,"48.828999414839494, 2.33279818540386",Gratuit
Vélos,8,37 RUE DE LOURMEL,Nougarette,4,"48.84800659533542, 2.2900917715714386",Gratuit
Vélos,18,87 RUE SAINT-ANTOINE,Nougarette,9,"48.85466822637342, 2.3625034331945907",Gratuit
Vélos,12,44 BD AUGUSTE BLANQUI,Nougarette,6,"48.83004539576078, 2.3504685755582813",Gratuit
